Doping,Doping concentration,Al_thick,%Al,Ion (mA/mm),GMmax (mS/mm),Vth(V)
1,8.00E+16,0.015,0.19,59.9443,93.124,-0.976
1,8.00E+16,0.015,0.21,84.73975,101.064,-1.238
1,8.00E+16,0.015,0.23,114.03055,108.808,-1.502
1,8.00E+16,0.015,0.25,147.7845,116.256,-1.783
1,8.00E+16,0.015,0.27,185.953,123.448,-2.065
1,8.00E+16,0.015,0.29,228.311,130.312,-2.346
1,8.00E+16,0.015,0.31,274.416,136.132,-2.628
1,8.00E+16,0.017,0.15,34.87745,74.62,-0.693
1,8.00E+16,0.017,0.17,55.1812,82.676,-0.98
1,8.00E+16,0.017,0.19,80.40025,90.492,-1.282
1,8.00E+16,0.017,0.21,110.5468,98.044,-1.593
1,8.00E+16,0.017,0.23,145.6185,105.336,-1.897
1,8.00E+16,0.017,0.25,185.5735,112.38,-2.196
1,8.00E+16,0.017,0.27,230.1835,119.124,-2.494
1,8.00E+16,0.017,0.29,278.933,125.664,-2.826
1,8.00E+16,0.017,0.31,330.72,132.032,-3.146
1,8.00E+16,0.019,0.15,46.8642,72.912,-0.93
1,8.00E+16,0.019,0.17,71.44435,80.632,-1.246
1,8.00E+16,0.019,0.19,101.3823,88.032,-1.596
1,8.00E+16,0.019,0.21,136.6735,95.368,-1.927
1,8.00E+16,0.019,0.23,177.2645,102.464,-2.25
1,8.00E+16,0.019,0.25,222.9015,108.906,-2.614
1,8.00E+16,0.019,0.27,272.9415,115.328,-2.951
1,8.00E+16,0.019,0.29,325.8685,121.784,-3.304
1,8.00E+16,0.019,0.31,378.5895,127.748,-3.663
1,8.00E+16,0.021,0.15,59.35505,71.332,-1.167
1,8.00E+16,0.021,0.17,88.0792,78.732,-1.521
1,8.00E+16,0.021,0.19,122.5805,85.944,-1.899
1,8.00E+16,0.021,0.21,162.7815,93,-2.25
1,8.00E+16,0.021,0.23,208.4075,99.498,-2.644
1,8.00E+16,0.021,0.25,258.7025,106.104,-3.003
1,8.00E+16,0.021,0.27,311.7525,112.468,-3.405
1,8.00E+16,0.021,0.29,364.417,118.256,-3.782
1,8.00E+16,0.021,0.31,413.349,123.844,-4.181
1,8.00E+16,0.023,0.15,307.316,111.068,-3.406
1,8.00E+16,0.023,0.17,360.705,116.532,-3.794
1,8.00E+16,0.023,0.19,411.215,121.848,-4.195
1,8.00E+16,0.023,0.21,458.909,127.248,-4.607
1,8.00E+16,0.023,0.23,504.025,132.276,-4.996
1,8.00E+16,0.023,0.25,547.476,137.352,-5.427
1,8.00E+16,0.023,0.27,589.512,142.096,-5.85
1,8.00E+16,0.023,0.29,629.941,146.664,-6
1,8.00E+16,0.023,0.31,667.902,150.972,-6
1,8.00E+16,0.025,0.15,321.729,108.084,-3.642
1,8.00E+16,0.025,0.17,373.968,113.38,-4.068
1,8.00E+16,0.025,0.19,422.591,118.532,-4.488
1,8.00E+16,0.025,0.21,468.685,123.452,-4.939
1,8.00E+16,0.025,0.23,512.564,128.504,-5.39
1,8.00E+16,0.025,0.25,555.043,133.172,-5.839
1,8.00E+16,0.025,0.27,596.277,137.616,-6
1,8.00E+16,0.025,0.29,635.998,142.1,-6
1,8.00E+16,0.025,0.31,673.247,146.1,-6
1,8.00E+16,0.027,0.15,98.0058,63.4196,-1.878
1,8.00E+16,0.027,0.17,138.519,72.928,-2.343
1,8.00E+16,0.027,0.19,185.437,80.68,-2.809
1,8.00E+16,0.027,0.21,237.136,86.844,-3.278
1,8.00E+16,0.027,0.23,289.729,92.692,-3.75
1,8.00E+16,0.027,0.25,339.076,98.588,-4.239
1,8.00E+16,0.027,0.27,384.578,104.128,-4.732
1,8.00E+16,0.027,0.29,427.014,109.3,-5.23
1,8.00E+16,0.027,0.31,465.729,114.048,-5.732
1,8.00E+16,0.029,0.15,111.076,63.978,-2.115
1,8.00E+16,0.029,0.17,155.061,72.536,-2.614
1,8.00E+16,0.029,0.19,204.928,78.92,-3.119
1,8.00E+16,0.029,0.21,257.3,84.968,-3.629
1,8.00E+16,0.029,0.23,307.207,90.792,-4.144
1,8.00E+16,0.029,0.25,353.153,96.32,-4.664
1,8.00E+16,0.029,0.27,396.299,101.58,-5.189
1,8.00E+16,0.029,0.29,437.036,106.548,-5.717
1,8.00E+16,0.029,0.31,474.345,111.14,-6.249
1,1.00E+17,0.015,0.15,23.75515,76.44,-0.456
1,1.00E+17,0.015,0.17,39.63955,84.936,-0.716
1,1.00E+17,0.015,0.19,59.97515,93.128,-0.976
1,1.00E+17,0.015,0.21,84.77715,101.076,-1.238
1,1.00E+17,0.015,0.23,114.0762,108.82,-1.503
1,1.00E+17,0.015,0.25,147.839,116.268,-1.784
1,1.00E+17,0.015,0.27,186.0175,123.464,-2.065
1,1.00E+17,0.015,0.29,228.3865,130.332,-2.347
1,1.00E+17,0.015,0.31,274.504,136.156,-2.628
1,1.00E+17,0.017,0.15,34.90855,74.632,-0.694
1,1.00E+17,0.017,0.17,55.2207,82.688,-0.981
1,1.00E+17,0.017,0.19,80.4488,90.512,-1.283
1,1.00E+17,0.017,0.21,110.60515,98.064,-1.593
1,1.00E+17,0.017,0.23,145.6875,105.352,-1.897
1,1.00E+17,0.017,0.25,185.6545,112.4,-2.197
1,1.00E+17,0.017,0.27,230.278,119.14,-2.494
1,1.00E+17,0.017,0.29,279.0405,125.69,-2.826
1,1.00E+17,0.017,0.31,330.841,132.06,-3.146
1,1.00E+17,0.019,0.15,46.9108,72.936,-0.931
1,1.00E+17,0.019,0.17,71.50275,80.656,-1.246
1,1.00E+17,0.019,0.19,101.453,88.056,-1.596
1,1.00E+17,0.019,0.21,136.757,95.396,-1.928
1,1.00E+17,0.019,0.23,177.3625,102.492,-2.25
1,1.00E+17,0.019,0.25,223.014,108.936,-2.614
1,1.00E+17,0.019,0.27,273.069,115.356,-2.952
1,1.00E+17,0.019,0.29,326.009,121.812,-3.305
1,1.00E+17,0.019,0.31,378.74,127.78,-3.664
1,1.00E+17,0.021,0.15,59.42085,71.364,-1.168
1,1.00E+17,0.021,0.17,88.1608,78.76,-1.522
1,1.00E+17,0.021,0.19,122.678,85.976,-1.9
1,1.00E+17,0.021,0.21,162.8955,93.032,-2.252
1,1.00E+17,0.021,0.23,208.5385,99.534,-2.645
1,1.00E+17,0.021,0.25,258.85,106.144,-3.004
1,1.00E+17,0.021,0.27,311.9115,112.508,-3.405
1,1.00E+17,0.021,0.29,364.586,118.288,-3.783
1,1.00E+17,0.021,0.31,413.526,123.88,-4.181
1,1.00E+17,0.023,0.15,307.316,111.068,-3.406
1,1.00E+17,0.023,0.17,360.705,116.532,-3.794
1,1.00E+17,0.023,0.19,411.215,121.848,-4.195
1,1.00E+17,0.023,0.21,458.909,127.248,-4.607
1,1.00E+17,0.023,0.23,504.025,132.276,-4.996
1,1.00E+17,0.023,0.25,547.476,137.352,-5.427
1,1.00E+17,0.023,0.27,589.512,142.096,-5.85
1,1.00E+17,0.023,0.29,629.941,146.664,-6
1,1.00E+17,0.023,0.31,667.902,150.972,-6
1,1.00E+17,0.025,0.15,321.729,108.084,-3.642
1,1.00E+17,0.025,0.17,373.968,113.38,-4.068
1,1.00E+17,0.025,0.19,422.591,118.532,-4.488
1,1.00E+17,0.025,0.21,468.685,123.452,-4.939
1,1.00E+17,0.025,0.23,512.564,128.504,-5.39
1,1.00E+17,0.025,0.25,555.043,133.172,-5.839
1,1.00E+17,0.025,0.27,596.277,137.616,-6
1,1.00E+17,0.025,0.29,635.998,142.1,-6
1,1.00E+17,0.025,0.31,673.247,146.1,-6
1,1.00E+17,0.027,0.15,98.1516,63.4808,-1.879
1,1.00E+17,0.027,0.17,138.693,72.984,-2.344
1,1.00E+17,0.027,0.19,185.638,80.728,-2.811
1,1.00E+17,0.027,0.21,237.359,86.896,-3.28
1,1.00E+17,0.027,0.23,289.961,92.744,-3.752
1,1.00E+17,0.027,0.25,339.315,98.632,-4.24
1,1.00E+17,0.027,0.27,384.824,104.176,-4.733
1,1.00E+17,0.027,0.29,427.27,109.348,-5.231
1,1.00E+17,0.027,0.31,465.997,114.092,-5.733
1,1.00E+17,0.029,0.15,111.254,64.0448,-2.116
1,1.00E+17,0.029,0.17,155.272,72.6,-2.616
1,1.00E+17,0.029,0.19,205.166,78.976,-3.12
1,1.00E+17,0.029,0.21,257.553,85.024,-3.63
1,1.00E+17,0.029,0.23,307.466,90.848,-4.145
1,1.00E+17,0.029,0.25,353.419,96.368,-4.665
1,1.00E+17,0.029,0.27,396.575,101.636,-5.19
1,1.00E+17,0.029,0.29,437.322,106.6,-5.718
1,1.00E+17,0.029,0.31,474.643,111.192,-6.25
1,2.00E+17,0.015,0.15,23.85945,76.516,-0.458
1,2.00E+17,0.015,0.17,39.7771,85.008,-0.717
1,2.00E+17,0.015,0.19,60.14775,93.204,-0.978
1,2.00E+17,0.015,0.21,84.98785,101.156,-1.239
1,2.00E+17,0.015,0.23,114.3294,108.908,-1.506
1,2.00E+17,0.015,0.25,148.14,116.372,-1.787
1,2.00E+17,0.015,0.27,186.371,123.576,-2.068
1,2.00E+17,0.015,0.29,228.7985,130.456,-2.349
1,2.00E+17,0.015,0.31,274.9775,136.294,-2.63
1,2.00E+17,0.017,0.15,35.07495,74.748,-0.696
1,2.00E+17,0.017,0.17,55.4339,82.796,-0.983
1,2.00E+17,0.017,0.19,80.7115,90.616,-1.286
1,2.00E+17,0.017,0.21,110.9201,98.176,-1.596
1,2.00E+17,0.017,0.23,146.06,105.468,-1.899
1,2.00E+17,0.017,0.25,186.0885,112.52,-2.199
1,2.00E+17,0.017,0.27,230.778,119.268,-2.496
1,2.00E+17,0.017,0.29,279.6095,125.83,-2.829
1,2.00E+17,0.017,0.31,331.4775,132.212,-3.149
1,2.00E+17,0.019,0.15,47.15505,73.088,-0.934
1,2.00E+17,0.019,0.17,71.80985,80.8,-1.249
1,2.00E+17,0.019,0.19,101.82545,88.208,-1.6
1,2.00E+17,0.019,0.21,137.198,95.544,-1.931
1,2.00E+17,0.019,0.23,177.8755,102.64,-2.255
1,2.00E+17,0.019,0.25,223.6015,109.09,-2.618
1,2.00E+17,0.019,0.27,273.7305,115.524,-2.955
1,2.00E+17,0.019,0.29,326.735,121.984,-3.309
1,2.00E+17,0.019,0.31,379.5175,127.948,-3.667
1,2.00E+17,0.021,0.15,59.75885,71.552,-1.171
1,2.00E+17,0.021,0.17,88.57935,78.932,-1.527
1,2.00E+17,0.021,0.19,123.179,86.156,-1.903
1,2.00E+17,0.021,0.21,163.481,93.2,-2.257
1,2.00E+17,0.021,0.23,209.2085,99.706,-2.648
1,2.00E+17,0.021,0.25,259.599,106.32,-3.01
1,2.00E+17,0.021,0.27,312.7235,112.68,-3.409
1,2.00E+17,0.021,0.29,365.442,118.456,-3.788
1,2.00E+17,0.021,0.31,414.4185,124.064,-4.185
1,2.00E+17,0.023,0.15,72.4072,61.226,-1.41
1,2.00E+17,0.023,0.17,105.431,71.9732,-1.804
1,2.00E+17,0.023,0.19,144.593,81.988,-2.202
1,2.00E+17,0.023,0.21,189.679,90.888,-2.616
1,2.00E+17,0.023,0.23,240.056,97.704,-3.008
1,2.00E+17,0.023,0.25,293.779,103.976,-3.434
1,2.00E+17,0.023,0.27,346.842,109.832,-3.859
1,2.00E+17,0.023,0.29,395.823,115.528,-4.267
1,2.00E+17,0.023,0.31,440.022,120.788,-4.703
1,2.00E+17,0.025,0.15,85.6021,62.7492,-1.648
1,2.00E+17,0.025,0.17,122.533,72.924,-2.078
1,2.00E+17,0.025,0.19,165.875,82.076,-2.498
1,2.00E+17,0.025,0.21,214.962,89.012,-2.949
1,2.00E+17,0.025,0.23,267.937,95.376,-3.4
1,2.00E+17,0.025,0.25,320.692,101.28,-3.851
1,2.00E+17,0.025,0.27,369.87,106.964,-4.299
1,2.00E+17,0.025,0.29,414.932,112.476,-4.747
1,2.00E+17,0.025,0.31,455.765,117.428,-5.221
1,2.00E+17,0.027,0.15,98.8658,63.7732,-1.886
1,2.00E+17,0.027,0.17,139.547,73.268,-2.351
1,2.00E+17,0.027,0.19,186.621,80.976,-2.818
1,2.00E+17,0.027,0.21,238.441,87.14,-3.288
1,2.00E+17,0.027,0.23,291.085,92.988,-3.761
1,2.00E+17,0.027,0.25,340.46,98.848,-4.245
1,2.00E+17,0.027,0.27,386,104.392,-4.738
1,2.00E+17,0.027,0.29,428.487,109.568,-5.236
1,2.00E+17,0.027,0.31,467.266,114.32,-5.738
1,2.00E+17,0.029,0.15,112.117,64.3616,-2.124
1,2.00E+17,0.029,0.17,156.29,72.892,-2.623
1,2.00E+17,0.029,0.19,206.312,79.236,-3.128
1,2.00E+17,0.029,0.21,258.764,85.272,-3.637
1,2.00E+17,0.029,0.23,308.696,91.092,-4.152
1,2.00E+17,0.029,0.25,354.673,96.612,-4.672
1,2.00E+17,0.029,0.27,397.864,101.872,-5.196
1,2.00E+17,0.029,0.29,438.657,106.836,-5.724
1,2.00E+17,0.029,0.31,476.034,111.428,-6.261
1,4.00E+17,0.015,0.15,24.08695,76.752,-0.461
1,4.00E+17,0.015,0.17,40.0804,85.232,-0.72
1,4.00E+17,0.015,0.19,60.53025,93.428,-0.981
1,4.00E+17,0.015,0.21,85.4547,101.384,-1.242
1,4.00E+17,0.015,0.23,114.88635,109.152,-1.512
1,4.00E+17,0.015,0.25,148.795,116.62,-1.792
1,4.00E+17,0.015,0.27,187.133,123.836,-2.073
1,4.00E+17,0.015,0.29,229.6745,130.736,-2.353
1,4.00E+17,0.015,0.31,275.9765,136.594,-2.634
1,4.00E+17,0.017,0.15,35.428,75.028,-0.7
1,4.00E+17,0.017,0.17,55.88805,83.064,-0.987
1,4.00E+17,0.017,0.19,81.2705,90.88,-1.293
1,4.00E+17,0.017,0.21,111.58965,98.432,-1.602
1,4.00E+17,0.017,0.23,146.8455,105.728,-1.904
1,4.00E+17,0.017,0.25,186.998,112.808,-2.203
1,4.00E+17,0.017,0.27,231.816,119.536,-2.5
1,4.00E+17,0.017,0.29,280.7795,126.118,-2.835
1,4.00E+17,0.017,0.31,332.7745,132.528,-3.153
1,4.00E+17,0.019,0.15,47.65885,73.404,-0.939
1,4.00E+17,0.019,0.17,72.44305,81.1,-1.258
1,4.00E+17,0.019,0.19,102.59195,88.524,-1.606
1,4.00E+17,0.019,0.21,138.1015,95.852,-1.936
1,4.00E+17,0.019,0.23,178.9205,102.948,-2.265
1,4.00E+17,0.019,0.25,224.79,109.404,-2.624
1,4.00E+17,0.019,0.27,275.0575,115.848,-2.96
1,4.00E+17,0.019,0.29,328.179,122.312,-3.317
1,4.00E+17,0.019,0.31,381.0505,128.28,-3.673
1,4.00E+17,0.021,0.15,60.43745,71.908,-1.179
1,4.00E+17,0.021,0.17,89.41745,79.268,-1.537
1,4.00E+17,0.021,0.19,124.179,86.5,-1.911
1,4.00E+17,0.021,0.21,164.6445,93.532,-2.269
1,4.00E+17,0.021,0.23,210.532,100.036,-2.656
1,4.00E+17,0.021,0.25,261.0695,106.656,-3.022
1,4.00E+17,0.021,0.27,314.302,113.004,-3.416
1,4.00E+17,0.021,0.29,367.0885,118.764,-3.798
1,4.00E+17,0.021,0.31,416.115,124.408,-4.191
1,4.00E+17,0.023,0.15,73.2908,61.6612,-1.419
1,4.00E+17,0.023,0.17,106.509,72.4076,-1.815
1,4.00E+17,0.023,0.19,145.862,82.408,-2.21
1,4.00E+17,0.023,0.21,191.135,91.28,-2.625
1,4.00E+17,0.023,0.23,241.682,98.076,-3.021
1,4.00E+17,0.023,0.25,295.524,104.316,-3.443
1,4.00E+17,0.023,0.27,348.625,110.196,-3.868
1,4.00E+17,0.023,0.29,397.633,115.86,-4.28
1,4.00E+17,0.023,0.31,441.889,121.152,-4.711
1,4.00E+17,0.025,0.15,86.7042,63.2228,-1.659
1,4.00E+17,0.025,0.17,123.858,73.38,-2.091
1,4.00E+17,0.025,0.19,167.418,82.508,-2.512
1,4.00E+17,0.025,0.21,216.699,89.412,-2.958
1,4.00E+17,0.025,0.23,269.806,95.736,-3.41
1,4.00E+17,0.025,0.25,322.592,101.656,-3.862
1,4.00E+17,0.025,0.27,371.785,107.3,-4.313
1,4.00E+17,0.025,0.29,416.885,112.824,-4.761
1,4.00E+17,0.025,0.31,457.783,117.796,-5.23
1,4.00E+17,0.027,0.15,100.204,64.2792,-1.899
1,4.00E+17,0.027,0.17,141.137,73.744,-2.365
1,4.00E+17,0.027,0.19,188.441,81.384,-2.833
1,4.00E+17,0.027,0.21,240.426,87.544,-3.304
1,4.00E+17,0.027,0.23,293.11,93.392,-3.779
1,4.00E+17,0.027,0.25,342.485,99.196,-4.259
1,4.00E+17,0.027,0.27,388.045,104.748,-4.748
1,4.00E+17,0.027,0.29,430.58,109.932,-5.246
1,4.00E+17,0.027,0.31,469.43,114.688,-5.748
1,4.00E+17,0.029,0.15,113.706,64.8896,-2.139
1,4.00E+17,0.029,0.17,158.152,73.36,-2.638
1,4.00E+17,0.029,0.19,208.389,79.64,-3.142
1,4.00E+17,0.029,0.21,260.923,85.664,-3.652
1,4.00E+17,0.029,0.23,310.842,91.48,-4.166
1,4.00E+17,0.029,0.25,356.821,97,-4.685
1,4.00E+17,0.029,0.27,400.042,102.256,-5.209
1,4.00E+17,0.029,0.29,440.888,107.212,-5.736
1,4.00E+17,0.029,0.31,478.34,111.8,-6.282
1,6.00E+17,0.015,0.15,24.3213,77.008,-0.465
1,6.00E+17,0.015,0.17,40.39295,85.472,-0.724
1,6.00E+17,0.015,0.19,60.92375,93.664,-0.984
1,6.00E+17,0.015,0.21,85.93275,101.624,-1.246
1,6.00E+17,0.015,0.23,115.4544,109.392,-1.518
1,6.00E+17,0.015,0.25,149.4575,116.868,-1.798
1,6.00E+17,0.015,0.27,187.8965,124.1,-2.077
1,6.00E+17,0.015,0.29,230.5465,131.004,-2.358
1,6.00E+17,0.015,0.31,276.9625,136.882,-2.638
1,6.00E+17,0.017,0.15,35.7844,75.296,-0.705
1,6.00E+17,0.017,0.17,56.3454,83.324,-0.991
1,6.00E+17,0.017,0.19,81.8319,91.132,-1.3
1,6.00E+17,0.017,0.21,112.258,98.68,-1.607
1,6.00E+17,0.017,0.23,147.6255,105.972,-1.909
1,6.00E+17,0.017,0.25,187.8935,113.08,-2.207
1,6.00E+17,0.017,0.27,232.831,119.784,-2.508
1,6.00E+17,0.017,0.29,281.9145,126.382,-2.841
1,6.00E+17,0.017,0.31,334.0215,132.808,-3.158
1,6.00E+17,0.019,0.15,48.15745,73.696,-0.945
1,6.00E+17,0.019,0.17,73.0669,81.376,-1.267
1,6.00E+17,0.019,0.19,103.343,88.816,-1.613
1,6.00E+17,0.019,0.21,138.983,96.136,-1.942
1,6.00E+17,0.019,0.23,179.9335,103.224,-2.274
1,6.00E+17,0.019,0.25,225.934,109.688,-2.63
1,6.00E+17,0.019,0.27,276.3245,116.144,-2.965
1,6.00E+17,0.019,0.29,329.5435,122.604,-3.325
1,6.00E+17,0.019,0.31,382.48,128.564,-3.678
1,6.00E+17,0.021,0.15,61.09645,72.216,-1.186
1,6.00E+17,0.021,0.17,90.22705,79.552,-1.547
1,6.00E+17,0.021,0.19,125.1395,86.804,-1.918
1,6.00E+17,0.021,0.21,165.7555,93.82,-2.28
1,6.00E+17,0.021,0.23,211.788,100.32,-2.663
1,6.00E+17,0.021,0.25,262.4535,106.952,-3.033
1,6.00E+17,0.021,0.27,315.77,113.28,-3.423
1,6.00E+17,0.021,0.29,368.5965,119.02,-3.808
1,6.00E+17,0.021,0.31,417.643,124.692,-4.198
1,6.00E+17,0.023,0.15,74.1323,62.0464,-1.427
1,6.00E+17,0.023,0.17,107.528,72.7836,-1.826
1,6.00E+17,0.023,0.19,147.056,82.768,-2.218
1,6.00E+17,0.023,0.21,192.496,91.612,-2.634
1,6.00E+17,0.023,0.23,243.188,98.38,-3.034
1,6.00E+17,0.023,0.25,297.121,104.592,-3.451
1,6.00E+17,0.023,0.27,350.227,110.492,-3.878
1,6.00E+17,0.023,0.29,399.228,116.128,-4.293
1,6.00E+17,0.023,0.31,443.507,121.444,-4.718
1,6.00E+17,0.025,0.15,87.7382,63.6284,-1.669
1,6.00E+17,0.025,0.17,125.094,73.772,-2.103
1,6.00E+17,0.025,0.19,168.847,82.864,-2.527
1,6.00E+17,0.025,0.21,218.293,89.736,-2.967
1,6.00E+17,0.025,0.23,271.5,96.02,-3.42
1,6.00E+17,0.025,0.25,324.278,101.956,-3.874
1,6.00E+17,0.025,0.27,373.449,107.552,-4.326
1,6.00E+17,0.025,0.29,418.552,113.1,-4.777
1,6.00E+17,0.025,0.31,459.48,118.084,-5.238
1,6.00E+17,0.027,0.15,101.443,64.6992,-1.911
1,6.00E+17,0.027,0.17,142.598,74.128,-2.378
1,6.00E+17,0.027,0.19,190.099,81.696,-2.847
1,6.00E+17,0.027,0.21,242.212,87.856,-3.32
1,6.00E+17,0.027,0.23,294.895,93.712,-3.796
1,6.00E+17,0.027,0.25,344.225,99.456,-4.278
1,6.00E+17,0.027,0.27,389.77,105.02,-4.766
1,6.00E+17,0.027,0.29,432.317,110.212,-5.262
1,6.00E+17,0.027,0.31,471.205,114.976,-5.766
1,6.00E+17,0.029,0.15,115.161,65.318,-2.153
1,6.00E+17,0.029,0.17,159.842,73.728,-2.653
1,6.00E+17,0.029,0.19,210.251,79.932,-3.157
1,6.00E+17,0.029,0.21,262.819,85.96,-3.666
1,6.00E+17,0.029,0.23,312.676,91.772,-4.18
1,6.00E+17,0.029,0.25,358.616,97.292,-4.698
1,6.00E+17,0.029,0.27,401.833,102.548,-5.221
1,6.00E+17,0.029,0.29,442.695,107.5,-5.748
1,6.00E+17,0.029,0.31,480.191,112.08,-6.301
1,8.00E+17,0.015,0.15,24.55625,77.256,-0.468
1,8.00E+17,0.015,0.17,40.7053,85.7,-0.727
1,8.00E+17,0.015,0.19,61.31565,93.888,-0.987
1,8.00E+17,0.015,0.21,86.40685,101.848,-1.249
1,8.00E+17,0.015,0.23,116.01455,109.62,-1.524
1,8.00E+17,0.015,0.25,150.108,117.104,-1.803
1,8.00E+17,0.015,0.27,188.6425,124.336,-2.082
1,8.00E+17,0.015,0.29,231.392,131.248,-2.362
1,8.00E+17,0.015,0.31,277.9125,137.146,-2.642
1,8.00E+17,0.017,0.15,36.13745,75.544,-0.709
1,8.00E+17,0.017,0.17,56.7964,83.56,-0.995
1,8.00E+17,0.017,0.19,82.38265,91.36,-1.306
1,8.00E+17,0.017,0.21,112.91105,98.908,-1.612
1,8.00E+17,0.017,0.23,148.3845,106.192,-1.914
1,8.00E+17,0.017,0.25,188.76,113.328,-2.212
1,8.00E+17,0.017,0.27,233.807,120,-2.516
1,8.00E+17,0.017,0.29,282.9985,126.614,-2.847
1,8.00E+17,0.017,0.31,335.203,133.06,-3.163
1,8.00E+17,0.019,0.15,48.64555,73.948,-0.951
1,8.00E+17,0.019,0.17,73.67445,81.62,-1.276
1,8.00E+17,0.019,0.19,104.07125,89.072,-1.62
1,8.00E+17,0.019,0.21,139.833,96.384,-1.947
1,8.00E+17,0.019,0.23,180.9065,103.464,-2.283
1,8.00E+17,0.019,0.25,227.0255,109.934,-2.637
1,8.00E+17,0.019,0.27,277.526,116.4,-2.97
1,8.00E+17,0.019,0.29,330.826,122.856,-3.332
1,8.00E+17,0.019,0.31,383.807,128.812,-3.684
1,8.00E+17,0.021,0.15,61.73485,72.484,-1.193
1,8.00E+17,0.021,0.17,91.0066,79.796,-1.557
1,8.00E+17,0.021,0.19,126.0605,87.064,-1.925
1,8.00E+17,0.021,0.21,166.816,94.06,-2.29
1,8.00E+17,0.021,0.23,212.979,100.564,-2.67
1,8.00E+17,0.021,0.25,263.7565,107.2,-3.043
1,8.00E+17,0.021,0.27,317.1385,113.512,-3.43
1,8.00E+17,0.021,0.29,369.9845,119.236,-3.818
1,8.00E+17,0.021,0.31,419.0255,124.936,-4.205
1,8.00E+17,0.023,0.15,74.9395,62.3904,-1.436
1,8.00E+17,0.023,0.17,108.5,73.1164,-1.837
1,8.00E+17,0.023,0.19,148.188,83.084,-2.226
1,8.00E+17,0.023,0.21,193.779,91.888,-2.643
1,8.00E+17,0.023,0.23,244.6,98.632,-3.046
1,8.00E+17,0.023,0.25,298.602,104.816,-3.458
1,8.00E+17,0.023,0.27,351.686,110.736,-3.887
1,8.00E+17,0.023,0.29,400.656,116.34,-4.305
1,8.00E+17,0.023,0.31,444.933,121.68,-4.726
1,8.00E+17,0.025,0.15,88.7228,63.984,-1.679
1,8.00E+17,0.025,0.17,126.263,74.104,-2.114
1,8.00E+17,0.025,0.19,170.191,83.164,-2.542
1,8.00E+17,0.025,0.21,219.783,90.008,-2.977
1,8.00E+17,0.025,0.23,273.066,96.248,-3.43
1,8.00E+17,0.025,0.25,325.809,102.2,-3.885
1,8.00E+17,0.025,0.27,374.931,107.752,-4.339
1,8.00E+17,0.025,0.29,420.013,113.312,-4.792
1,8.00E+17,0.025,0.31,460.948,118.32,-5.247
1,8.00E+17,0.027,0.15,102.616,65.0624,-1.923
1,8.00E+17,0.027,0.17,143.973,74.46,-2.391
1,8.00E+17,0.027,0.19,191.648,81.94,-2.861
1,8.00E+17,0.027,0.21,243.863,88.108,-3.334
1,8.00E+17,0.027,0.23,296.513,93.972,-3.812
1,8.00E+17,0.027,0.25,345.773,99.652,-4.294
1,8.00E+17,0.027,0.27,391.278,105.232,-4.783
1,8.00E+17,0.027,0.29,433.815,110.428,-5.28
1,8.00E+17,0.027,0.31,472.717,115.208,-5.784
1,8.00E+17,0.029,0.15,116.53,65.676,-2.167
1,8.00E+17,0.029,0.17,161.422,74.02,-2.667
1,8.00E+17,0.029,0.19,211.976,80.16,-3.17
1,8.00E+17,0.029,0.21,264.543,86.188,-3.679
1,8.00E+17,0.029,0.23,314.307,92,-4.193
1,8.00E+17,0.029,0.25,360.184,97.52,-4.711
1,8.00E+17,0.029,0.27,403.373,102.772,-5.233
1,8.00E+17,0.029,0.29,444.233,107.724,-5.768
1,8.00E+17,0.029,0.31,481.749,112.304,-6.32
1,1.00E+18,0.015,0.15,24.79015,77.488,-0.472
