Doping,Doping concentration,Al_thick,%Al,Ion (mA/mm),GMmax (mS/mm),Vth(V)
1,1.00E+18,0.015,0.17,41.0151,85.916,-0.73
1,1.00E+18,0.015,0.19,61.70295,94.1,-0.99
1,1.00E+18,0.015,0.21,86.8737,102.056,-1.254
1,1.00E+18,0.015,0.23,116.5634,109.828,-1.53
1,1.00E+18,0.015,0.25,150.7425,117.316,-1.808
1,1.00E+18,0.015,0.27,189.3665,124.552,-2.087
1,1.00E+18,0.015,0.29,232.2095,131.468,-2.366
1,1.00E+18,0.015,0.31,278.825,137.384,-2.646
1,1.00E+18,0.017,0.15,36.486,75.768,-0.714
1,1.00E+18,0.017,0.17,57.23975,83.772,-0.999
1,1.00E+18,0.017,0.19,82.9217,91.568,-1.312
1,1.00E+18,0.017,0.21,113.5482,99.108,-1.618
1,1.00E+18,0.017,0.23,149.1205,106.392,-1.918
1,1.00E+18,0.017,0.25,189.5975,113.552,-2.216
1,1.00E+18,0.017,0.27,234.746,120.192,-2.524
1,1.00E+18,0.017,0.29,284.036,126.816,-2.852
1,1.00E+18,0.017,0.31,336.3255,133.284,-3.167
1,1.00E+18,0.019,0.15,49.1239,74.176,-0.956
1,1.00E+18,0.019,0.17,74.2671,81.832,-1.285
1,1.00E+18,0.019,0.19,104.779,89.304,-1.626
1,1.00E+18,0.019,0.21,140.6555,96.604,-1.953
1,1.00E+18,0.019,0.23,181.8435,103.672,-2.292
1,1.00E+18,0.019,0.25,228.073,110.152,-2.643
1,1.00E+18,0.019,0.27,278.6715,116.632,-2.975
1,1.00E+18,0.019,0.29,332.038,123.08,-3.339
1,1.00E+18,0.019,0.31,385.048,129.028,-3.689
1,1.00E+18,0.021,0.15,62.35665,72.708,-1.2
1,1.00E+18,0.021,0.17,91.7626,80.004,-1.566
1,1.00E+18,0.021,0.19,126.95,87.292,-1.932
1,1.00E+18,0.021,0.21,167.835,94.272,-2.3
1,1.00E+18,0.021,0.23,214.1195,100.774,-2.677
1,1.00E+18,0.021,0.25,264.9965,107.416,-3.053
1,1.00E+18,0.021,0.27,318.43,113.712,-3.437
1,1.00E+18,0.021,0.29,371.2775,119.412,-3.827
1,1.00E+18,0.021,0.31,420.2955,125.144,-4.211
1,1.00E+18,0.023,0.15,75.7216,62.704,-1.444
1,1.00E+18,0.023,0.17,109.437,73.416,-1.847
1,1.00E+18,0.023,0.19,149.276,83.364,-2.234
1,1.00E+18,0.023,0.21,195.007,92.132,-2.652
1,1.00E+18,0.023,0.23,245.942,98.856,-3.058
1,1.00E+18,0.023,0.25,299.996,105.004,-3.466
1,1.00E+18,0.023,0.27,353.042,110.948,-3.896
1,1.00E+18,0.023,0.29,401.962,116.52,-4.316
1,1.00E+18,0.023,0.31,446.219,121.884,-4.733
1,1.00E+18,0.025,0.15,89.6733,64.3044,-1.689
1,1.00E+18,0.025,0.17,127.387,74.404,-2.125
1,1.00E+18,0.025,0.19,171.476,83.424,-2.556
1,1.00E+18,0.025,0.21,221.199,90.236,-2.986
1,1.00E+18,0.025,0.23,274.541,96.436,-3.44
1,1.00E+18,0.025,0.25,327.23,102.408,-3.895
1,1.00E+18,0.025,0.27,376.285,107.964,-4.351
1,1.00E+18,0.025,0.29,421.33,113.492,-4.806
1,1.00E+18,0.025,0.31,462.257,118.516,-5.261
1,1.00E+18,0.027,0.15,103.744,65.3816,-1.935
1,1.00E+18,0.027,0.17,145.29,74.744,-2.403
1,1.00E+18,0.027,0.19,193.124,82.14,-2.874
1,1.00E+18,0.027,0.21,245.421,88.316,-3.349
1,1.00E+18,0.027,0.23,298.018,94.196,-3.827
1,1.00E+18,0.027,0.25,347.189,99.808,-4.31
1,1.00E+18,0.027,0.27,392.638,105.396,-4.8
1,1.00E+18,0.027,0.29,435.151,110.608,-5.297
1,1.00E+18,0.027,0.31,474.054,115.392,-5.801
1,1.00E+18,0.029,0.15,117.821,65.96,-2.181
1,1.00E+18,0.029,0.17,162.932,74.272,-2.68
1,1.00E+18,0.029,0.19,213.61,80.336,-3.184
1,1.00E+18,0.029,0.21,266.153,86.364,-3.692
1,1.00E+18,0.029,0.23,315.805,92.188,-4.206
1,1.00E+18,0.029,0.25,361.604,97.704,-4.723
1,1.00E+18,0.029,0.27,404.751,102.956,-5.245
1,1.00E+18,0.029,0.29,445.594,107.908,-5.788
1,1.00E+18,0.029,0.31,483.117,112.48,-6.337
1,2.00E+18,0.015,0.15,25.9416,78.428,-0.488
1,2.00E+18,0.015,0.17,42.524,86.756,-0.746
1,2.00E+18,0.015,0.19,63.57125,94.924,-1.012
1,2.00E+18,0.015,0.21,89.1055,102.88,-1.283
1,2.00E+18,0.015,0.23,119.16505,110.66,-1.557
1,2.00E+18,0.015,0.25,153.7225,118.152,-1.832
1,2.00E+18,0.015,0.27,192.732,125.4,-2.109
1,2.00E+18,0.015,0.29,235.9665,132.332,-2.386
1,2.00E+18,0.015,0.31,282.974,138.312,-2.664
1,2.00E+18,0.017,0.15,38.18035,76.612,-0.735
1,2.00E+18,0.017,0.17,59.37175,84.576,-1.036
1,2.00E+18,0.017,0.19,85.49125,92.348,-1.342
1,2.00E+18,0.017,0.21,116.55655,99.904,-1.643
1,2.00E+18,0.017,0.23,152.57,107.256,-1.94
1,2.00E+18,0.017,0.25,193.4865,114.408,-2.236
1,2.00E+18,0.017,0.27,239.0635,120.86,-2.559
1,2.00E+18,0.017,0.29,288.753,127.556,-2.879
1,2.00E+18,0.017,0.31,341.353,134.104,-3.19
1,2.00E+18,0.019,0.15,51.42665,75.004,-0.983
1,2.00E+18,0.019,0.17,77.0909,82.672,-1.324
1,2.00E+18,0.019,0.19,108.1199,90.18,-1.657
1,2.00E+18,0.019,0.21,144.5085,97.44,-1.979
1,2.00E+18,0.019,0.23,186.1965,104.46,-2.331
1,2.00E+18,0.019,0.25,232.8935,110.97,-2.672
1,2.00E+18,0.019,0.27,283.887,117.504,-3
1,2.00E+18,0.019,0.29,337.4685,123.908,-3.373
1,2.00E+18,0.019,0.31,390.48,129.804,-3.715
1,2.00E+18,0.021,0.15,65.32925,73.532,-1.233
1,2.00E+18,0.021,0.17,95.34245,80.9,-1.61
1,2.00E+18,0.021,0.19,131.1245,88.132,-1.965
1,2.00E+18,0.021,0.21,172.581,95.024,-2.346
1,2.00E+18,0.021,0.23,219.3825,101.534,-2.71
1,2.00E+18,0.021,0.25,270.6525,108.212,-3.099
1,2.00E+18,0.021,0.27,324.2145,114.404,-3.469
1,2.00E+18,0.021,0.29,376.9345,120.224,-3.87
1,2.00E+18,0.021,0.31,425.695,125.872,-4.242
1,2.00E+18,0.023,0.15,79.4429,64.0212,-1.484
1,2.00E+18,0.023,0.17,113.854,74.6476,-1.894
1,2.00E+18,0.023,0.19,154.335,84.456,-2.287
1,2.00E+18,0.023,0.21,200.695,93.044,-2.694
1,2.00E+18,0.023,0.23,252.092,99.636,-3.111
1,2.00E+18,0.023,0.25,306.264,105.62,-3.506
1,2.00E+18,0.023,0.27,358.965,111.704,-3.938
1,2.00E+18,0.023,0.29,407.729,117.144,-4.368
1,2.00E+18,0.023,0.31,451.547,122.584,-4.787
1,2.00E+18,0.025,0.15,94.182,65.6296,-1.737
1,2.00E+18,0.025,0.17,132.669,75.604,-2.178
1,2.00E+18,0.025,0.19,177.466,84.408,-2.617
1,2.00E+18,0.025,0.21,227.726,91.068,-3.051
1,2.00E+18,0.025,0.23,281.206,97.044,-3.486
1,2.00E+18,0.025,0.25,333.469,103.128,-3.945
1,2.00E+18,0.025,0.27,382.071,108.788,-4.406
1,2.00E+18,0.025,0.29,426.824,114.052,-4.868
1,2.00E+18,0.025,0.31,467.601,119.168,-5.332
1,2.00E+18,0.027,0.15,109.089,66.6968,-1.99
1,2.00E+18,0.027,0.17,151.466,75.848,-2.461
1,2.00E+18,0.027,0.19,199.969,82.78,-2.935
1,2.00E+18,0.027,0.21,252.519,89.024,-3.412
1,2.00E+18,0.027,0.23,304.674,94.972,-3.894
1,2.00E+18,0.027,0.25,353.282,100.648,-4.381
1,2.00E+18,0.027,0.27,398.359,105.956,-4.872
1,2.00E+18,0.027,0.29,440.656,111.168,-5.37
1,2.00E+18,0.027,0.31,479.466,115.992,-5.873
1,2.00E+18,0.029,0.15,124.037,67.216,-2.245
1,2.00E+18,0.029,0.17,169.992,75.148,-2.744
1,2.00E+18,0.029,0.19,221.128,81.224,-3.247
1,2.00E+18,0.029,0.21,273.346,87.072,-3.757
1,2.00E+18,0.029,0.23,322.309,92.744,-4.278
1,2.00E+18,0.029,0.25,367.625,98.276,-4.805
1,2.00E+18,0.029,0.27,410.484,103.536,-5.337
1,2.00E+18,0.029,0.29,451.166,108.48,-5.873
1,2.00E+18,0.029,0.31,488.636,113.024,-6.412
1,4.00E+18,0.015,0.15,28.2185,79.724,-0.536
1,4.00E+18,0.015,0.17,45.4538,87.928,-0.799
1,4.00E+18,0.015,0.19,67.1449,95.992,-1.065
1,4.00E+18,0.015,0.21,93.3184,103.944,-1.333
1,4.00E+18,0.015,0.23,124.0173,111.728,-1.603
1,4.00E+18,0.015,0.25,159.2125,119.228,-1.875
1,4.00E+18,0.015,0.27,198.858,126.484,-2.148
1,4.00E+18,0.015,0.29,242.7165,133.424,-2.422
1,4.00E+18,0.015,0.31,290.3165,139.534,-2.698
1,4.00E+18,0.017,0.15,41.49665,77.88,-0.795
1,4.00E+18,0.017,0.17,63.47645,85.812,-1.097
1,4.00E+18,0.017,0.19,90.37265,93.568,-1.394
1,4.00E+18,0.017,0.21,122.20105,101.088,-1.689
1,4.00E+18,0.017,0.23,158.977,108.416,-1.982
1,4.00E+18,0.017,0.25,200.632,115.54,-2.298
1,4.00E+18,0.017,0.27,246.905,121.9,-2.617
1,4.00E+18,0.017,0.29,297.203,128.388,-2.926
1,4.00E+18,0.017,0.31,350.1775,135.116,-3.231
1,4.00E+18,0.019,0.15,55.90595,76.208,-1.058
1,4.00E+18,0.019,0.17,82.50365,83.896,-1.391
1,4.00E+18,0.019,0.19,114.4483,91.332,-1.713
1,4.00E+18,0.019,0.21,151.73,98.504,-2.052
1,4.00E+18,0.019,0.23,194.2705,105.424,-2.397
1,4.00E+18,0.019,0.25,241.7345,112.014,-2.726
1,4.00E+18,0.019,0.27,293.329,118.676,-3.085
1,4.00E+18,0.019,0.29,347.0565,124.96,-3.433
1,4.00E+18,0.019,0.31,399.7835,130.72,-3.779
1,4.00E+18,0.021,0.15,71.0935,74.696,-1.323
1,4.00E+18,0.021,0.17,102.19195,82.104,-1.684
1,4.00E+18,0.021,0.19,139.0195,89.18,-2.048
1,4.00E+18,0.021,0.21,181.4685,95.888,-2.422
1,4.00E+18,0.021,0.23,229.122,102.432,-2.79
1,4.00E+18,0.021,0.25,280.9415,109.192,-3.174
1,4.00E+18,0.021,0.27,334.479,115.196,-3.555
1,4.00E+18,0.021,0.29,386.6625,121.296,-3.942
1,4.00E+18,0.021,0.31,434.676,126.696,-4.339
1,4.00E+18,0.023,0.15,86.6508,66.1704,-1.592
1,4.00E+18,0.023,0.17,122.276,76.56,-1.977
1,4.00E+18,0.023,0.19,163.948,86.132,-2.39
1,4.00E+18,0.023,0.21,211.373,94.28,-2.786
1,4.00E+18,0.023,0.23,263.399,100.544,-3.198
1,4.00E+18,0.023,0.25,317.434,106.704,-3.62
1,4.00E+18,0.023,0.27,369.166,112.556,-4.025
1,4.00E+18,0.023,0.29,417.027,118.276,-4.454
1,4.00E+18,0.023,0.31,460.224,123.312,-4.892
1,4.00E+18,0.025,0.15,102.912,67.7612,-1.862
1,4.00E+18,0.025,0.17,142.77,77.44,-2.284
1,4.00E+18,0.025,0.19,188.78,85.744,-2.718
1,4.00E+18,0.025,0.21,239.834,92.044,-3.166
1,4.00E+18,0.025,0.23,293.167,98.176,-3.613
1,4.00E+18,0.025,0.25,344.283,103.872,-4.058
1,4.00E+18,0.025,0.27,391.843,109.756,-4.499
1,4.00E+18,0.025,0.29,435.891,115.096,-4.968
1,4.00E+18,0.025,0.31,476.23,119.92,-5.44
1,4.00E+18,0.027,0.15,119.409,68.728,-2.135
1,4.00E+18,0.027,0.17,163.263,77.428,-2.599
1,4.00E+18,0.027,0.19,212.807,84,-3.066
1,4.00E+18,0.027,0.21,265.399,90.008,-3.535
1,4.00E+18,0.027,0.23,316.296,95.784,-4.008
1,4.00E+18,0.027,0.25,363.665,101.616,-4.493
1,4.00E+18,0.027,0.27,407.914,107.068,-4.986
1,4.00E+18,0.027,0.29,449.679,112.168,-5.484
1,4.00E+18,0.027,0.31,488.174,116.868,-5.987
1,4.00E+18,0.029,0.15,136.06,69.112,-2.409
1,4.00E+18,0.029,0.17,183.407,76.088,-2.908
1,4.00E+18,0.029,0.19,234.983,82.256,-3.412
1,4.00E+18,0.029,0.21,286.017,88.188,-3.921
1,4.00E+18,0.029,0.23,333.483,93.908,-4.435
1,4.00E+18,0.029,0.25,377.785,99.344,-4.953
1,4.00E+18,0.029,0.27,420,104.54,-5.476
1,4.00E+18,0.029,0.29,460.267,109.448,-6.005
1,4.00E+18,0.029,0.31,497.508,114,-6.559
1,6.00E+18,0.015,0.15,30.53015,80.692,-0.584
1,6.00E+18,0.015,0.17,48.38205,88.892,-0.846
1,6.00E+18,0.015,0.19,70.67535,96.884,-1.11
1,6.00E+18,0.015,0.21,97.45075,104.72,-1.376
1,6.00E+18,0.015,0.23,128.7245,112.46,-1.643
1,6.00E+18,0.015,0.25,164.505,119.972,-1.912
1,6.00E+18,0.015,0.27,204.721,127.24,-2.183
1,6.00E+18,0.015,0.29,249.128,134.184,-2.456
1,6.00E+18,0.015,0.31,297.233,140.428,-2.729
1,6.00E+18,0.017,0.15,44.84695,78.848,-0.854
1,6.00E+18,0.017,0.17,67.5693,86.752,-1.148
1,6.00E+18,0.017,0.19,95.19265,94.48,-1.44
1,6.00E+18,0.017,0.21,127.7365,101.976,-1.731
1,6.00E+18,0.017,0.23,165.21,109.272,-2.041
1,6.00E+18,0.017,0.25,207.537,116.36,-2.357
1,6.00E+18,0.017,0.27,254.4275,122.83,-2.665
1,6.00E+18,0.017,0.29,305.234,129.132,-2.968
1,6.00E+18,0.017,0.31,358.44,135.78,-3.288
1,6.00E+18,0.019,0.15,60.4256,77.204,-1.127
1,6.00E+18,0.019,0.17,87.8995,84.808,-1.448
1,6.00E+18,0.019,0.19,120.69845,92.156,-1.775
1,6.00E+18,0.019,0.21,158.8145,99.232,-2.123
1,6.00E+18,0.019,0.23,202.136,106.036,-2.453
1,6.00E+18,0.019,0.25,250.2765,112.726,-2.797
1,6.00E+18,0.019,0.27,302.322,119.516,-3.15
1,6.00E+18,0.019,0.29,356.0475,125.68,-3.484
1,6.00E+18,0.019,0.31,408.328,131.28,-3.857
1,6.00E+18,0.021,0.15,76.90095,75.684,-1.403
1,6.00E+18,0.021,0.17,109.02295,82.964,-1.749
1,6.00E+18,0.021,0.19,146.8335,89.864,-2.134
1,6.00E+18,0.021,0.21,190.1885,96.36,-2.487
1,6.00E+18,0.021,0.23,238.5865,102.942,-2.878
1,6.00E+18,0.021,0.25,290.7805,109.8,-3.239
1,6.00E+18,0.021,0.27,344.1015,116.128,-3.64
1,6.00E+18,0.021,0.29,395.59,122.008,-4.008
1,6.00E+18,0.021,0.31,442.866,127.436,-4.417
1,6.00E+18,0.023,0.15,93.9134,68.0784,-1.683
1,6.00E+18,0.023,0.17,130.703,78.248,-2.082
1,6.00E+18,0.023,0.19,173.458,87.528,-2.472
1,6.00E+18,0.023,0.21,221.786,95.088,-2.89
1,6.00E+18,0.023,0.23,274.282,101.292,-3.291
1,6.00E+18,0.023,0.25,327.85,107.488,-3.705
1,6.00E+18,0.023,0.27,378.495,113.284,-4.133
1,6.00E+18,0.023,0.29,425.447,118.988,-4.55
1,6.00E+18,0.023,0.31,468.011,124.176,-4.973
1,6.00E+18,0.025,0.15,111.709,69.6304,-1.964
1,6.00E+18,0.025,0.17,152.845,78.988,-2.403
1,6.00E+18,0.025,0.19,199.928,86.66,-2.839
1,6.00E+18,0.025,0.21,251.536,92.828,-3.265
1,6.00E+18,0.025,0.23,304.316,98.912,-3.714
1,6.00E+18,0.025,0.25,354.169,104.848,-4.172
1,6.00E+18,0.025,0.27,400.718,110.368,-4.631
1,6.00E+18,0.025,0.29,444.078,115.784,-5.09
1,6.00E+18,0.025,0.31,483.961,120.804,-5.551
1,6.00E+18,0.027,0.15,129.822,70.48,-2.248
1,6.00E+18,0.027,0.17,174.988,78.596,-2.719
1,6.00E+18,0.027,0.19,225.298,84.68,-3.193
1,6.00E+18,0.027,0.21,277.446,90.876,-3.672
1,6.00E+18,0.027,0.23,326.906,96.756,-4.154
1,6.00E+18,0.027,0.25,373.106,102.364,-4.641
1,6.00E+18,0.027,0.27,416.575,107.628,-5.133
1,6.00E+18,0.027,0.29,457.819,112.808,-5.631
1,6.00E+18,0.027,0.31,495.976,117.604,-6.134
1,6.00E+18,0.029,0.15,148.136,70.608,-2.556
1,6.00E+18,0.029,0.17,196.598,77.152,-3.055
1,6.00E+18,0.029,0.19,248.072,83.2,-3.559
1,6.00E+18,0.029,0.21,297.565,89.008,-4.071
1,6.00E+18,0.029,0.23,343.629,94.616,-4.588
1,6.00E+18,0.029,0.25,387.008,99.964,-5.111
1,6.00E+18,0.029,0.27,428.62,105.112,-5.639
1,6.00E+18,0.029,0.29,468.478,110.012,-6.171
1,6.00E+18,0.029,0.31,505.463,114.512,-6.706
1,8.00E+18,0.015,0.15,32.90215,81.508,-0.626
1,8.00E+18,0.015,0.17,51.35175,89.704,-0.886
1,8.00E+18,0.015,0.19,74.22745,97.704,-1.149
1,8.00E+18,0.015,0.21,101.5753,105.528,-1.413
1,8.00E+18,0.015,0.23,133.414,113.124,-1.679
1,8.00E+18,0.015,0.25,169.751,120.556,-1.947
1,8.00E+18,0.015,0.27,210.509,127.828,-2.216
1,8.00E+18,0.015,0.29,255.4305,134.78,-2.486
1,8.00E+18,0.015,0.31,303.9995,141.158,-2.769
1,8.00E+18,0.017,0.15,48.27235,79.656,-0.904
1,8.00E+18,0.017,0.17,71.71465,87.536,-1.193
1,8.00E+18,0.017,0.19,100.04245,95.236,-1.482
1,8.00E+18,0.017,0.21,133.2765,102.7,-1.788
1,8.00E+18,0.017,0.23,171.4225,109.96,-2.102
1,8.00E+18,0.017,0.25,214.3885,117.012,-2.407
1,8.00E+18,0.017,0.27,261.856,123.6,-2.708
1,8.00E+18,0.017,0.29,313.112,130.04,-3.015
1,8.00E+18,0.017,0.31,366.456,136.32,-3.351
1,8.00E+18,0.019,0.15,65.03555,78.012,-1.186
1,8.00E+18,0.019,0.17,93.3636,85.536,-1.501
1,8.00E+18,0.019,0.19,126.994,92.788,-1.852
1,8.00E+18,0.019,0.21,165.91,99.888,-2.182
1,8.00E+18,0.019,0.23,209.9725,106.436,-2.507
1,8.00E+18,0.019,0.25,258.7345,113.226,-2.869
1,8.00E+18,0.019,0.27,311.1315,120.164,-3.206
1,8.00E+18,0.019,0.29,364.7395,126.188,-3.561
1,8.00E+18,0.019,0.31,416.474,132.088,-3.919
1,8.00E+18,0.021,0.15,82.8266,76.472,-1.472
1,8.00E+18,0.021,0.17,115.9409,83.592,-1.845
1,8.00E+18,0.021,0.19,154.697,90.756,-2.204
1,8.00E+18,0.021,0.21,198.9095,97.306,-2.58
1,8.00E+18,0.021,0.23,247.986,103.952,-2.949
1,8.00E+18,0.021,0.25,300.392,110.6,-3.334
1,8.00E+18,0.021,0.27,353.358,116.824,-3.708
1,8.00E+18,0.021,0.29,404.0645,122.472,-4.106
1,8.00E+18,0.021,0.31,450.5315,128.212,-4.482
1,8.00E+18,0.023,0.15,101.321,69.8544,-1.769
1,8.00E+18,0.023,0.17,139.234,79.796,-2.175
1,8.00E+18,0.023,0.19,183.017,88.744,-2.577
1,8.00E+18,0.023,0.21,232.148,95.64,-2.972
1,8.00E+18,0.023,0.23,284.922,102.096,-3.393
1,8.00E+18,0.023,0.25,337.761,107.984,-3.802
1,8.00E+18,0.023,0.27,387.305,114.06,-4.216
1,8.00E+18,0.023,0.29,433.398,119.508,-4.651
1,8.00E+18,0.023,0.31,475.361,124.844,-5.079
1,8.00E+18,0.025,0.15,120.651,71.312,-2.084
1,8.00E+18,0.025,0.17,163.026,80.332,-2.498
1,8.00E+18,0.025,0.19,211.06,87.24,-2.945
1,8.00E+18,0.025,0.21,262.977,93.64,-3.391
1,8.00E+18,0.025,0.23,314.875,99.64,-3.835
1,8.00E+18,0.025,0.25,363.671,105.5,-4.274
1,8.00E+18,0.025,0.27,409.09,111.204,-4.728
1,8.00E+18,0.025,0.29,451.814,116.436,-5.196
1,8.00E+18,0.025,0.31,491.262,121.276,-5.667
1,8.00E+18,0.027,0.15,140.42,72.028,-2.394
1,8.00E+18,0.027,0.17,186.764,79.38,-2.86
1,8.00E+18,0.027,0.19,237.555,85.644,-3.327
1,8.00E+18,0.027,0.21,288.822,91.604,-3.798
1,8.00E+18,0.027,0.23,337.024,97.376,-4.272
1,8.00E+18,0.027,0.25,381.988,103.104,-4.752
1,8.00E+18,0.027,0.27,424.754,108.512,-5.245
1,8.00E+18,0.027,0.29,465.517,113.576,-5.743
1,8.00E+18,0.027,0.31,503.35,118.244,-6.245
1,8.00E+18,0.029,0.15,160.369,71.76,-2.703
1,8.00E+18,0.029,0.17,209.639,77.916,-3.202
1,8.00E+18,0.029,0.19,260.456,83.86,-3.706
1,8.00E+18,0.029,0.21,308.475,89.8,-4.214
1,8.00E+18,0.029,0.23,353.132,95.444,-4.727
1,8.00E+18,0.029,0.25,395.701,100.852,-5.244
1,8.00E+18,0.029,0.27,436.772,106.012,-5.778
1,8.00E+18,0.029,0.29,476.252,110.88,-6.321
1,8.00E+18,0.029,0.31,512.988,115.392,-6.865
1,1.00E+19,0.015,0.15,35.34165,82.232,-0.663
1,1.00E+19,0.015,0.17,54.37605,90.424,-0.923
1,1.00E+19,0.015,0.19,77.82145,98.428,-1.184
1,1.00E+19,0.015,0.21,105.72945,106.264,-1.447
1,1.00E+19,0.015,0.23,138.1135,113.856,-1.712
1,1.00E+19,0.015,0.25,174.9975,121.256,-1.978
1,1.00E+19,0.015,0.27,216.28,128.42,-2.246
1,1.00E+19,0.015,0.29,261.6955,135.256,-2.533
1,1.00E+19,0.015,0.31,310.701,141.78,-2.823
1,1.00E+19,0.017,0.15,51.78385,80.36,-0.949
1,1.00E+19,0.017,0.17,75.937,88.232,-1.236
1,1.00E+19,0.017,0.19,104.949,95.876,-1.54
1,1.00E+19,0.017,0.21,138.853,103.296,-1.849
1,1.00E+19,0.017,0.23,177.6575,110.524,-2.152
1,1.00E+19,0.017,0.25,221.242,117.532,-2.451
1,1.00E+19,0.017,0.27,269.2565,124.25,-2.748
1,1.00E+19,0.017,0.29,320.9105,130.836,-3.083
1,1.00E+19,0.017,0.31,374.3135,137.072,-3.402
1,1.00E+19,0.019,0.15,69.75465,78.68,-1.24
1,1.00E+19,0.019,0.17,98.91935,86.116,-1.583
1,1.00E+19,0.019,0.19,133.359,93.496,-1.914
1,1.00E+19,0.019,0.21,173.057,100.68,-2.235
1,1.00E+19,0.019,0.23,217.8295,107.226,-2.589
1,1.00E+19,0.019,0.25,267.1645,113.78,-2.929
1,1.00E+19,0.019,0.27,319.815,120.64,-3.262
1,1.00E+19,0.019,0.29,373.2095,126.88,-3.631
1,1.00E+19,0.019,0.31,424.325,132.768,-3.972
1,1.00E+19,0.021,0.15,88.8883,77.128,-1.557
1,1.00E+19,0.021,0.17,122.969,84.468,-1.921
1,1.00E+19,0.021,0.19,162.6465,91.504,-2.28
1,1.00E+19,0.021,0.21,207.6715,98.098,-2.659
1,1.00E+19,0.021,0.23,257.335,104.836,-3.021
1,1.00E+19,0.021,0.25,309.8225,111.308,-3.412
1,1.00E+19,0.021,0.27,362.3155,117.308,-3.787
1,1.00E+19,0.021,0.29,412.1915,123.284,-4.18
1,1.00E+19,0.021,0.31,457.8775,128.772,-4.574
1,1.00E+19,0.023,0.15,108.895,71.5312,-1.876
1,1.00E+19,0.023,0.17,147.899,81.236,-2.256
1,1.00E+19,0.023,0.19,192.693,89.828,-2.67
1,1.00E+19,0.023,0.21,242.488,96.484,-3.076
1,1.00E+19,0.023,0.23,295.321,102.644,-3.475
1,1.00E+19,0.023,0.25,347.234,108.828,-3.902
1,1.00E+19,0.023,0.27,395.927,114.616,-4.318
1,1.00E+19,0.023,0.29,441.009,120.292,-4.731
1,1.00E+19,0.023,0.31,482.411,125.244,-5.172
1,1.00E+19,0.025,0.15,129.807,72.892,-2.191
1,1.00E+19,0.025,0.17,173.337,81.492,-2.628
1,1.00E+19,0.025,0.19,222.185,88.132,-3.058
1,1.00E+19,0.025,0.21,274.122,94.188,-3.487
1,1.00E+19,0.025,0.23,324.904,100.372,-3.942
1,1.00E+19,0.025,0.25,372.513,106.216,-4.398
1,1.00E+19,0.025,0.27,417.089,111.672,-4.854
1,1.00E+19,0.025,0.29,459.232,117.128,-5.31
1,1.00E+19,0.025,0.31,498.275,122.052,-5.766
1,1.00E+19,0.027,0.15,151.215,73.376,-2.511
1,1.00E+19,0.027,0.17,198.583,80.168,-2.977
1,1.00E+19,0.027,0.19,249.514,86.216,-3.452
1,1.00E+19,0.027,0.21,299.566,92.368,-3.93
1,1.00E+19,0.027,0.23,346.419,98.236,-4.413
1,1.00E+19,0.027,0.25,390.447,103.752,-4.9
1,1.00E+19,0.027,0.27,432.586,108.972,-5.393
1,1.00E+19,0.027,0.29,472.912,114.116,-5.891
1,1.00E+19,0.027,0.31,510.442,118.88,-6.394
1,1.00E+19,0.029,0.15,172.737,72.492,-2.86
1,1.00E+19,0.029,0.17,222.442,78.772,-3.359
1,1.00E+19,0.029,0.19,272.107,84.796,-3.864
1,1.00E+19,0.029,0.21,318.563,90.608,-4.374
1,1.00E+19,0.029,0.23,362.139,96.148,-4.889
1,1.00E+19,0.029,0.25,404.002,101.472,-5.41
1,1.00E+19,0.029,0.27,444.592,106.572,-5.935
1,1.00E+19,0.029,0.29,483.73,111.408,-6.464
1,1.00E+19,0.029,0.31,520.232,115.916,-6.997
